year,ward,cost,category,program,description,category_street,pct_income_under25,pct_income_25_50,pct_income_50_100,pct_income_100_150,pct_income_over150,pct_white,pct_hispanic,pct_black,pct_asian,plurality
2018,19,$45134.05,Streets & Transportation,Street Resurfacing (2018),ON N OAKLEY BLVD FROM W 103RD ST (10300 S) TO W 104TH ST (10400 S),Car,13.31,18.49,31.9,18.22,18.09,73.18,10.68,19.71,1.42,white
2012,28,$566,Streets & Transportation,Sidewalk Menu,ON W RACE AVE FROM N CICERO AVE (4800 W) TO N KILPATRICK AVE (4700 W),Pedestrian,46.4,21.73,21.03,5.57,5.26,14.92,8.19,74.88,4.71,black
2019,13,$4999.52,Streets & Transportation,Concrete Alley (2019),5924 W 64TH PL,Car,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2022,13,$4755.4,Streets & Transportation,Concrete Alley (2022),5516 S AUSTIN AVE,Car,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2022,22,$660,Streets & Transportation,Miscellaneous CDOT Projects (2022),4401 S LEAMINGTON AVE,Car,30.71,32.85,26.02,7.91,2.5,58.47,85.69,5.54,0.41,hispanic
2023,23,$39071.39,Streets & Transportation,Street Resurfacing (2023),ON S HAMLIN AVE FROM W 62ND ST (6200 S) TO W 62ND PL (6230 S),Car,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2021,36,$9072.43,Streets & Transportation,Sidewalk (2021),2174 N MOBILE AVE,Pedestrian,20.57,27.98,31.27,13.76,6.43,55.91,68.97,3.5,4.11,hispanic
2021,12,$51315.07,Streets & Transportation,Alley Resurfacing (2021),S SAWYER AVE & W 26TH ST&W 27TH ST & S SPAULDING AVE,Car,30.14,31.55,26.76,8.28,3.27,44.05,68.69,12.96,9.25,hispanic
2015,33,$1597,Streets & Transportation,Sidewalk Menu,4325 N FRANCISCO AVE,Pedestrian,19.94,24.22,29.62,14.15,12.08,71.64,47.93,4.41,9.26,white
2014,2,$31343,Streets & Transportation,Sidewalk Menu,ON W JACKSON BLVD FROM S LAFLIN ST (1500 W) TO S THROOP ST (1300 W),Pedestrian,16.73,11.76,27.36,16.57,27.58,80.23,9.71,7.06,6.96,white
2020,26,$11384.71,Streets & Transportation,Sidewalk (2020),2154-2156 N KEYSTONE AVE,Pedestrian,26.98,24.24,27.84,12.06,8.88,49.68,60.68,11.7,1.66,hispanic
2023,39,$13867,Streets & Transportation,Street Resurfacing (2023),ON W HOLBROOK ST FROM N MILWAUKEE AVE (6200 W) TO N MCLEOD AVE (6300 W),Car,17.7,19.27,28.5,16.32,18.22,66.88,23.4,2.66,19,white
2014,23,$5228,Streets & Transportation,Street Resurfacing Menu,ON W 63RD PL FROM SSHVILLE AVE (6600 W) TO STCHEZ AVE (6500 W),Car,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2022,20,$71893.81,Streets & Transportation,Street Resurfacing (2022),ON S ADA ST FROM W 48TH ST (4800 S) TO W 49TH ST (4900 S),Car,53.01,24.54,16.21,4.43,1.81,14.59,13.8,77.69,1.72,black
2015,21,$0,Streets & Transportation,Street Speed Hump Replacement,ON S UNION AVE FROM W 93RD ST (9300 S) TO W 95TH ST (9500 S),Pedestrian,37.97,23.43,25.98,8.59,4.02,1.18,1.15,96.84,0.24,black
2015,20,$118911,Streets & Transportation,Street Resurfacing Menu (1-5),ON S KIMBARK AVE FROM E 63RD ST (6300 S) TO E 65TH ST (6500 S),Car,53.01,24.54,16.21,4.43,1.81,14.59,13.8,77.69,1.72,black
2016,23,$2395,Streets & Transportation,Sidewalk Menu,5422 SSHVILLE AVE,Pedestrian,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2023,10,$17534.15,Streets & Transportation,Sidewalk (2023),10121 S EWING AVE,Pedestrian,34.32,25.26,27.32,9.13,3.97,66.54,59.49,25.22,0.23,white
2023,35,$5600,Beautification,Street Light Pole Painting (2023),ON N SAWYER AVE FROM W DIVERSEY AVE (2800 N) TO N AVONDALE AVE (3200 N),NA,25.68,25.63,28.81,11.76,8.11,65.3,65.61,5.04,5.74,hispanic
2022,11,$8892.48,Streets & Transportation,Curb & Gutter (2022),4328 S UNION AVE,Car,27.46,24,26.41,12.5,9.63,47.3,22.98,6.97,35.6,white
2021,10,$52518.72,Streets & Transportation,Street Resurfacing (2021),ON S GREEN BAY AVE FROM E 134TH ST (13400 S) TO E 135TH ST (13500 S),Car,34.32,25.26,27.32,9.13,3.97,66.54,59.49,25.22,0.23,white
2022,3,$500,Lighting,Street Light Upgrade (2022),15 E 37TH ST,NA,33.11,16.03,23.03,13.22,14.61,23.16,4.82,63.03,9.81,black
2013,2,$1500,Beautification,Street Light Pole Painting,ON W ADAMS ST FROM S FRANKLIN ST (300 W) TO S WELLS ST (200 W),NA,16.73,11.76,27.36,16.57,27.58,80.23,9.71,7.06,6.96,white
2017,6,$168549.36,Streets & Transportation,Street Resurfacing (1-5) (2017),ON E 72ND ST FROM S PEORIA ST (900 W) TO S RACINE AVE (1200 W),Car,45.01,23.37,23.7,5.03,2.89,1.19,1.82,96.38,0.07,black
2015,26,$2113,Streets & Transportation,Sidewalk Menu,ON W HIRSCH ST FROM N ST LOUIS AVE (3500 W) TO N CENTRAL PARK AVE (3600 W),Pedestrian,26.98,24.24,27.84,12.06,8.88,49.68,60.68,11.7,1.66,hispanic
2014,11,$500,Lighting,Floodlight Menu,439 W 44TH PL,NA,27.46,24,26.41,12.5,9.63,47.3,22.98,6.97,35.6,white
2014,32,$32340,Streets & Transportation,Street Resurfacing Menu,ON N RAVENSWOOD AVE FROM W FLETCHER ST (3130 N) TO W BELMONT AVE (3200 N),Car,9.23,9.96,25.5,18.8,36.51,85.84,17.77,2.84,5.47,white
2014,39,$5979,Streets & Transportation,Street Resurfacing Menu,ON N HIAWATHA AVE FROM N LE MAI AVE (6390 N) TO N LEROY AVE (6400 N),Car,17.7,19.27,28.5,16.32,18.22,66.88,23.4,2.66,19,white
2018,42,$119222.42,Streets & Transportation,Street Resurfacing (2018),ON N COLUMBUS DR FROM E NORTH WATER ST (433 N) TO E ILLINOIS ST (500 N),Car,12.23,8.49,25.32,18.39,35.57,73.34,5.98,4.62,18.51,white
2022,31,$59161.82,Streets & Transportation,Street Resurfacing (2022),ON W SCHUBERT AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 W),Car,26.42,25.25,30.96,11.43,5.94,53.55,76.84,3.18,1.92,hispanic
2019,49,$700,Streets & Transportation,Alley Speed Hump (2019),1532 W JUNEWAY TER,Pedestrian,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2021,7,$22966.56,Streets & Transportation,Sidewalk (2021),2402-2410 E 77TH ST,Pedestrian,46.26,22.96,21.68,7.3,1.8,6.01,5.07,91.3,0.11,black
2022,25,$17634.33,Streets & Transportation,Sidewalk (2022),2111 S TAN CT,Pedestrian,27.08,20.27,25.88,12.03,14.74,52.65,48.07,8.27,15.29,white
2020,33,$92944.1,Streets & Transportation,Curb & Gutter (2020),ON N SAWYER AVE FROM W WAVELAND AVE (3700 N) TO N ELSTON AVE (3610 N),Car,19.94,24.22,29.62,14.15,12.08,71.64,47.93,4.41,9.26,white
2023,14,$25813.88,Streets & Transportation,Alley Resurfacing (2023),S SACRAMENTO AVE & W 58TH ST&W 59TH ST & S WHIPPLE ST; 5800 S SACRAMENTO AVE,Car,24.37,29.86,31.33,9.84,4.6,51.85,81.58,1.84,2.78,hispanic
2013,17,$1400,Streets & Transportation,Alley Speed Hump Menu,S HARVARD AVE & S PRINCETON AVE & W 80TH ST & W 81ST ST,Pedestrian,41.31,30.79,20.74,5.09,2.07,9.5,19.79,75.48,0.29,black
2016,13,$2458,Streets & Transportation,Miscellaneous CDOT,5930 S NEENAH AVE,Car,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2019,10,$6458.62,Streets & Transportation,Sidewalk (2019),9940 S AVENUE J,Pedestrian,34.32,25.26,27.32,9.13,3.97,66.54,59.49,25.22,0.23,white
2020,39,$62548.33,Streets & Transportation,Street Resurfacing (2020),ON N CHRISTIANA AVE FROM W CATALPA AVE (5500 N) TO W BALMORAL AVE (5400 N),Car,17.7,19.27,28.5,16.32,18.22,66.88,23.4,2.66,19,white
2022,49,$5206.16,Streets & Transportation,Sidewalk (2022),1957 W LUNT AVE,Pedestrian,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2023,18,$0,Streets & Transportation,Street Speed Hump Replacement (2023),ON S KARLOV AVE FROM W 80TH ST (8000 S) TO W 80TH PL (8030 S),Pedestrian,19.31,22.82,35.66,15.31,6.9,31.36,33.12,47.8,0.61,black
2013,1,$8581,Streets & Transportation,Alley Apron Menu,ON W WABANSIA AVE FROM 2645 W TO N ROCKWELL ST (2600 W),Car,17.54,15.25,28.21,17.65,21.34,78.92,34.38,5.54,4.02,white
2020,25,$3666.2,Streets & Transportation,Sidewalk (2020),1438 W 18TH ST,Pedestrian,27.08,20.27,25.88,12.03,14.74,52.65,48.07,8.27,15.29,white
2015,47,$600,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",W MONTROSE AVE & N MAPLEWOOD AVE,Pedestrian,10.93,16.32,29.62,18.22,24.92,85.33,12.23,2.65,5.58,white
2018,22,$140000,Schools & Libraries,Little Village Academy - Athletic Field and Play lot,2620 S LAWNDALE AVE,NA,30.71,32.85,26.02,7.91,2.5,58.47,85.69,5.54,0.41,hispanic
2014,42,$74786,Streets & Transportation,Street Resurfacing Menu,ON N STATE ST FROM W OHIO ST (600 N) TO W ERIE ST (660 N),Car,12.23,8.49,25.32,18.39,35.57,73.34,5.98,4.62,18.51,white
2020,27,$54088.41,Streets & Transportation,Street Resurfacing (2020),ON S SEELEY AVE FROM W JACKSON BLVD (300 S) TO W VAN BUREN ST (400 S),Car,32.28,14.93,21.22,13.39,18.19,36.97,14.4,47.37,5.17,black
2021,12,$9342.77,Streets & Transportation,Sidewalk (2021),3414 S BELL AVE; 3426-3428 S BELL AVE,Pedestrian,30.14,31.55,26.76,8.28,3.27,44.05,68.69,12.96,9.25,hispanic
2016,30,$30260,Streets & Transportation,Alley Resurfacing Menu,N KILPATRICK AVE & W ROSCOE ST&N KEATING AVE & W CORNELIA AVE,Car,20.36,28.69,30.68,12.32,7.95,68.82,66.64,2,3.14,white
2013,36,$0,Streets & Transportation,Resurfacing Street Speed,ON NTCHEZ AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N),Car,20.57,27.98,31.27,13.76,6.43,55.91,68.97,3.5,4.11,hispanic
2019,12,$13693.92,Streets & Transportation,Street Resurfacing (2019),ON S LEAVITT ST FROM W 35TH ST (3500 S) TO S ARCHER AVE (3600 S),Car,30.14,31.55,26.76,8.28,3.27,44.05,68.69,12.96,9.25,hispanic
2014,41,$74847,Streets & Transportation,Street Resurfacing Menu,ON N OZARK AVE FROM W LUNT AVE (7000 N) TO W TOUHY AVE (7200 N),Car,17.36,17.73,30.52,16.4,17.99,86.31,14.1,1.16,5.21,white
2020,26,$15839.1,Streets & Transportation,Sidewalk (2020),2701 W DIVISION ST,Pedestrian,26.98,24.24,27.84,12.06,8.88,49.68,60.68,11.7,1.66,hispanic
2016,13,$410600,Lighting,Street Light Piggy Back,ON W 61ST ST FROM S PARKSIDE AVE (5630 W) TO S CENTRAL AVE (5600 W); ON W 60TH ST FROM S PARKSIDE,NA,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2021,48,$39665.68,Streets & Transportation,Alley Resurfacing (2021),W CARMEN AVE & N SHERIDAN RD&N MARINE DR & W WINONA ST; 916 W CARMEN AVE,Car,27.55,24.5,27.89,10.81,9.25,66.05,14.5,14.91,12.94,white
2014,47,$8105,Streets & Transportation,Alley Apron Menu,ON N GLENWOOD AVE FROM 5140 N TO W WINONA ST (5130 N),Car,10.93,16.32,29.62,18.22,24.92,85.33,12.23,2.65,5.58,white
2021,10,$4700,Streets & Transportation,Street Speed Hump (2021),ON S CARONDOLET AVE FROM E 132ND ST (13200 S) TO E 133RD ST (13300 S),Pedestrian,34.32,25.26,27.32,9.13,3.97,66.54,59.49,25.22,0.23,white
2021,29,$2350,Streets & Transportation,Street Speed Hump (2021),ON S MASON AVE FROM W RAILROAD AVE (900 S) TO W ARTHINGTON ST (1000 S),Pedestrian,31.14,23.4,26.19,10.36,8.9,37.78,23.98,48.36,1.48,black
2015,43,$36034,Streets & Transportation,Alley Resurfacing Menu,W BELDEN AVE & N GENEVA TER&W KEMPER PL & N ORCHARD ST,Car,13.54,10.77,27.47,18.03,30.2,83.93,5.6,5.01,6.96,white
2016,32,$8404,Streets & Transportation,Sidewalk Menu,2001 W WELLINGTON AVE,Pedestrian,9.23,9.96,25.5,18.8,36.51,85.84,17.77,2.84,5.47,white
2017,29,$700,Streets & Transportation,Alley Speed Hump Menu (2017),1325 N MASSASOIT AVE,Pedestrian,31.14,23.4,26.19,10.36,8.9,37.78,23.98,48.36,1.48,black
2019,47,$11335.27,Streets & Transportation,Street Resurfacing (2019),ON W ROSCOE ST FROM N WESTERN AVE (2400 W) TO N CAMPBELL AVE (2500 W),Car,10.93,16.32,29.62,18.22,24.92,85.33,12.23,2.65,5.58,white
2018,9,$63720.27,Streets & Transportation,Street Resurfacing (2018),ON S PERRY AVE FROM W 99TH ST (9900 S) TO W 100TH ST (10000 S),Car,38.72,24.75,24.84,7.99,3.7,5.61,4.96,92.55,0.15,black
2022,9,$6710.71,Streets & Transportation,Sidewalk (2022),10744 S EBERHART AVE,Pedestrian,38.72,24.75,24.84,7.99,3.7,5.61,4.96,92.55,0.15,black
2013,22,$54606,Streets & Transportation,Street Resurfacing Menu,ON S KNOX AVE FROM W 42ND ST (4200 S) TO W 43RD ST,Car,30.71,32.85,26.02,7.91,2.5,58.47,85.69,5.54,0.41,hispanic
2019,3,$11750,Streets & Transportation,Street Speed Hump (2019),ON S LAFAYETTE AVE FROM W 57TH ST (5700 S) TO W 57TH PL (5740 S),Pedestrian,33.11,16.03,23.03,13.22,14.61,23.16,4.82,63.03,9.81,black
2015,45,$0,Streets & Transportation,Street Speed Hump Replacement,ON W WAVELAND AVE FROM N LOWELL AVE (4330 W) TO N MILWAUKEE AVE (4400 W),Pedestrian,16.16,20.11,32.72,16.95,14.06,77.63,26.87,1.62,7.96,white
2017,17,$26727.01,Streets & Transportation,Street Resurfacing (2017),ON E 80TH ST FROM S WINCHESTER AVE (1930 W) TO S DAMEN AVE (2000 W),Car,41.31,30.79,20.74,5.09,2.07,9.5,19.79,75.48,0.29,black
2013,8,$0,Streets & Transportation,Resurfacing Street Speed,ON S BLACKSTONE AVE FROM E 88 ST (8800 S) TO E 89 ST (8900 S),Car,38.52,25.69,24.18,8.08,3.53,1.62,1.21,96.77,0.24,black
2022,49,$73550.55,Streets & Transportation,Street Resurfacing (2022),ON N WINCHESTER AVE FROM N ROGERS AVE (7330 N) TO W FARGO AVE (7400 N),Car,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2019,23,$10885.01,Streets & Transportation,Alley Apron (2019),5343 S RIDGEWAY AVE,Car,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2022,13,$56196.94,Streets & Transportation,Street Resurfacing (2022),ON S KOMENSKY AVE FROM W 69TH ST (6900 S) TO W 70TH ST (7000 S),Car,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2017,19,$40988.07,Streets & Transportation,Street Resurfacing (2017),ON N HOYNE AVE FROM W 106TH ST (10600 S) TO W 107TH ST (10700 S),Car,13.31,18.49,31.9,18.22,18.09,73.18,10.68,19.71,1.42,white
2014,39,$57151,Streets & Transportation,Street Resurfacing Menu,ON N KINGSDALE AVE FROM N KERCHEVAL AVE (5800 N) TO N CALDWELL AVE (5820 N),Car,17.7,19.27,28.5,16.32,18.22,66.88,23.4,2.66,19,white
2016,40,$10982,Streets & Transportation,Miscellaneous CDOT,5924 N LINCOLN AVE,Car,20.79,22.92,26.56,15.06,14.67,67.28,21.87,6.39,16.86,white
2015,48,$1200,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",N CLARK ST & W HOLLYWOOD AVE,Pedestrian,27.55,24.5,27.89,10.81,9.25,66.05,14.5,14.91,12.94,white
2017,36,$88140.09,Streets & Transportation,Street Resurfacing (2017),ON W WRIGHTWOOD AVE FROM N OAK PARK AVE (6800 W) TO N NORMANDY AVE (6700 W),Car,20.57,27.98,31.27,13.76,6.43,55.91,68.97,3.5,4.11,hispanic
2021,40,$9400,Streets & Transportation,Street Speed Hump (2021),ON N FRANCISCO AVE FROM W ARGYLE ST (5000 N) TO W FOSTER AVE (5200 N),Pedestrian,20.79,22.92,26.56,15.06,14.67,67.28,21.87,6.39,16.86,white
2017,50,$9848.37,Streets & Transportation,Street Resurfacing (2017),ON W ROSEMONT AVE FROM N CALIFORNIA AVE (2800 W) TO N MOZART ST (2830 W),Car,22.01,25.95,28.31,13.19,10.54,56.45,17,12.83,21.91,white
2018,9,$102787,Streets & Transportation,Street Resurfacing (1-5) (2018),ON S LOWE AVE FROM W 101ST ST (10100 S) TO W 103RD ST (10300 S),Car,38.72,24.75,24.84,7.99,3.7,5.61,4.96,92.55,0.15,black
2014,34,$2532,Streets & Transportation,Sidewalk Menu,ON S STEWART AVE FROM W 120TH ST (12000 S) TO W 122ND ST (12200 S),Pedestrian,33.38,24,27.52,11.02,4.07,2.88,3.5,93.01,0.19,black
2019,13,$2016.92,Streets & Transportation,Sidewalk (2019),3901 W 68TH ST,Pedestrian,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2020,23,$80770.6,Streets & Transportation,Street Resurfacing (2020),ON S NEVA AVE FROM W 52ND ST (5200 S) TO W 53RD ST (5300 S),Car,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2012,16,$3633,Streets & Transportation,Sidewalk Menu,ON S WHIPPLE ST FROM W 60 ST (6000 S) TO W 61 ST (6100 S),Pedestrian,44.72,29.07,20.18,4.36,1.67,17.16,41.78,55.68,0.32,black
2023,13,$4159.12,Streets & Transportation,Sidewalk (2023),6642 S KOMENSKY AVE,Pedestrian,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2012,10,$6615,Streets & Transportation,Sidewalk Menu,ON S GREEN BAY AVE FROM E 112 ST (11200 S) TO E 113 ST (11300 S),Pedestrian,34.32,25.26,27.32,9.13,3.97,66.54,59.49,25.22,0.23,white
2019,21,$1500,Streets & Transportation,Miscellaneous CDOT Projects (2019),9001 S GENOA AVE; 9420 S PERRY AVE,Car,37.97,23.43,25.98,8.59,4.02,1.18,1.15,96.84,0.24,black
2015,46,$156000,Lighting,Street Light Residential Staggered Piggy Back Menu,ON N MAGNOLIA AVE FROM W MONTROSE AVE (4400 N) TO W WILSON AVE (4600 N) N Magnolia Ave from W Montrose Av to W Wilson Ave,NA,27.39,18.54,27.77,14.4,11.9,67.71,12.88,18.39,7.65,white
2016,23,$2393,Streets & Transportation,Curb & Gutter Menu,5358 S NEW ENGLAND AVE,Car,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2019,32,$0,Streets & Transportation,Alley Speed Hump Replacement (2019),W WELLINGTON AVE & N WOLCOTT AVE&N DAMEN AVE & W OAKDALE AVE,Pedestrian,9.23,9.96,25.5,18.8,36.51,85.84,17.77,2.84,5.47,white
2012,2,$18500,Beautification,Street Light Pole Painting,ON MICHIGAN FROM E ROOSEVELT RD (1200 S) TO E HARRISON ST (600 S),NA,16.73,11.76,27.36,16.57,27.58,80.23,9.71,7.06,6.96,white
2018,21,$4024.24,Streets & Transportation,Sidewalk Menu (2018),8055 S SANGAMON ST,Pedestrian,37.97,23.43,25.98,8.59,4.02,1.18,1.15,96.84,0.24,black
2019,48,$81500,Streets & Transportation,Pedestrian Refuge Island (2019),N RIDGE AVE & W HOLLYWOOD AVE,Pedestrian,27.55,24.5,27.89,10.81,9.25,66.05,14.5,14.91,12.94,white
2017,34,$8478.43,Streets & Transportation,Street Cul-de-Sac Menu (2017),S THROOP ST & W 105TH PL,Car,33.38,24,27.52,11.02,4.07,2.88,3.5,93.01,0.19,black
2023,38,$51091.85,Streets & Transportation,Street Resurfacing (2023),ON W BYRON ST FROM N MARMORA AVE (5900 W) TO N AUSTIN AVE (6000 W),Car,19.54,20.31,33.82,16.5,9.84,82.86,24.7,1.55,4.72,white
2020,32,$4700,Streets & Transportation,Street Speed Hump (2020),ON N CLAREMONT AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N),Pedestrian,9.23,9.96,25.5,18.8,36.51,85.84,17.77,2.84,5.47,white
2014,4,$614,Streets & Transportation,Bus Pad,E 37TH ST & S COTTAGE GROVE AVE,Car,34.69,17.76,23.36,11.39,12.8,25.02,4.3,60.88,10.35,black
2022,32,$5042.89,Streets & Transportation,Alley Resurfacing (2022),W WABANSIA AVE & N HERMITAGE AVE&N WOOD ST & W NORTH AVE,Car,9.23,9.96,25.5,18.8,36.51,85.84,17.77,2.84,5.47,white
2023,30,$120946.42,Streets & Transportation,Sidewalk (2023),ON N MARMORA AVE FROM W GEORGE ST (2900 N) TO W WELLINGTON AVE (3000 N);,Pedestrian,20.36,28.69,30.68,12.32,7.95,68.82,66.64,2,3.14,white
2020,47,$3736.06,Streets & Transportation,Sidewalk (2020),N DAMEN AVE & W CULLOM AVE,Pedestrian,10.93,16.32,29.62,18.22,24.92,85.33,12.23,2.65,5.58,white
2021,43,$27213.83,Streets & Transportation,Street Resurfacing (2021),1-20 E BANKS ST; ON E BANKS ST FROM N ASTOR ST (40 E) TO N STATE PKWY (1 E),Car,13.54,10.77,27.47,18.03,30.2,83.93,5.6,5.01,6.96,white
2013,14,$1640,Streets & Transportation,Sidewalk Menu,ON STCHEZ AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 S),Pedestrian,24.37,29.86,31.33,9.84,4.6,51.85,81.58,1.84,2.78,hispanic
2022,20,$11422.95,Streets & Transportation,Street Resurfacing (2022),ON S RHODES AVE FROM E 60TH ST (6000 S) TO E 61ST ST (6100 S),Car,53.01,24.54,16.21,4.43,1.81,14.59,13.8,77.69,1.72,black
2017,23,$638.98,Streets & Transportation,Bollard Menu (2017),5700 S CENTRAL PARK AVE,Car,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2022,39,$17322.99,Streets & Transportation,Curb & Gutter (2022),5100 N CENTRAL PARK AVE,Car,17.7,19.27,28.5,16.32,18.22,66.88,23.4,2.66,19,white
2012,50,$41176,Streets & Transportation,Street Resurfacing Menu,ON W CHASE AVE FROM N ALBANY AV (3100 W) TO Dead End (3130 W),Car,22.01,25.95,28.31,13.19,10.54,56.45,17,12.83,21.91,white
2012,34,$10700,Streets & Transportation,Bollard Menu,ON S JUSTINE ST FROM 122 S TO W 122 ST (12200 S),Car,33.38,24,27.52,11.02,4.07,2.88,3.5,93.01,0.19,black
2017,4,$6545,Miscellaneous,Miscellaneous Other Projects (2018),S DR MARTIN LUTHER KING JR DR & E 37TH ST,NA,34.69,17.76,23.36,11.39,12.8,25.02,4.3,60.88,10.35,black
2016,39,$5171,Streets & Transportation,Alley Resurfacing Menu,W ROSEDALE AVE & N LINDER AVE&W ARDMORE AVE & N INDIAN RD,Car,17.7,19.27,28.5,16.32,18.22,66.88,23.4,2.66,19,white
2012,42,$59990,Streets & Transportation,Sidewalk Menu,ON N MILWAUKEE AVE FROM W LAKE ST (200 N) TO W FULTON ST (300 N),Pedestrian,12.23,8.49,25.32,18.39,35.57,73.34,5.98,4.62,18.51,white
2014,11,$700,Lighting,Street Light Upgrade,3800 S NORMAL AVE,NA,27.46,24,26.41,12.5,9.63,47.3,22.98,6.97,35.6,white
2015,32,$150000,Parks & Recreation,Chicago Park District,2200 N OAKLEY AVE Holstein Park Field House -,NA,9.23,9.96,25.5,18.8,36.51,85.84,17.77,2.84,5.47,white
2020,44,$61301.56,Streets & Transportation,Street Resurfacing (2020),ON W WELLINGTON AVE FROM N BROADWAY (599 W) TO N CLARK ST (730 W),Car,13.74,15.14,28.47,18.86,23.79,86.15,6.85,3.03,7.02,white
2014,28,$1850,Streets & Transportation,Street Speed Hump Menu,ON S KEELER AVE FROM W JACKSON BLVD (300 S) TO W GLADYS AVE (330 S),Pedestrian,46.4,21.73,21.03,5.57,5.26,14.92,8.19,74.88,4.71,black
2023,13,$6838.81,Streets & Transportation,Curb & Gutter (2023),5750 S KENNETH AVE; 5710 S KENNETH AVE; 5706 S KENNETH AVE,Car,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2015,37,$58912,Streets & Transportation,Street Resurfacing Menu,ON W POTOMAC AVE FROM N KILDARE AVE (4300 W) TO N KOSTNER AVE (4400 W),Car,40.7,27.9,23.41,5.49,2.5,8.04,26,71.26,0.37,black
2018,38,$23465.19,Streets & Transportation,Curb & Gutter (2018),5639 W MONTROSE AVE,Car,19.54,20.31,33.82,16.5,9.84,82.86,24.7,1.55,4.72,white
2023,3,$15678.37,Streets & Transportation,Miscellaneous CDOT Projects (2023),3950 S MICHIGAN AVE,Car,33.11,16.03,23.03,13.22,14.61,23.16,4.82,63.03,9.81,black
2023,13,$3826.71,Streets & Transportation,Sidewalk (2023),5914 SSHVILLE AVE,Pedestrian,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2016,49,$17000,Schools & Libraries,Miscellaneous Other,6907 N CLARK ST Rogers Park Library - Automatic Doors,NA,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2017,12,$74379.17,Streets & Transportation,Street Resurfacing (1-5) (2017),ON S ROCKWELL ST FROM W 39TH PL (3930 S) TO W 40TH PL (4050 S),Car,30.14,31.55,26.76,8.28,3.27,44.05,68.69,12.96,9.25,hispanic
2021,35,$350,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Sign",W DRUMMOND PL & N KIMBALL AVE,Pedestrian,25.68,25.63,28.81,11.76,8.11,65.3,65.61,5.04,5.74,hispanic
2023,22,$21256.01,Streets & Transportation,Alley Apron (2023),2414 S KEDVALE AVE,Car,30.71,32.85,26.02,7.91,2.5,58.47,85.69,5.54,0.41,hispanic
2020,25,$50109.87,Streets & Transportation,Street Resurfacing (2020),ON W CULLERTON ST FROM S LOOMIS ST (1400 W) TO S BLUE ISLAND AVE (1500 W),Car,27.08,20.27,25.88,12.03,14.74,52.65,48.07,8.27,15.29,white
2017,11,$31189.15,Streets & Transportation,Alley Resurfacing Menu (2017),S EMERALD AVE & W 32ND ST&S HALSTED ST & W 33RD ST,Car,27.46,24,26.41,12.5,9.63,47.3,22.98,6.97,35.6,white
2012,30,$350,Lighting,Street Light Upgrade,5511 W DIVERSEY AVE,NA,20.36,28.69,30.68,12.32,7.95,68.82,66.64,2,3.14,white
2012,14,$7400,Streets & Transportation,Street Speed Hump Menu,ON S TRUMBULL AVE FROM W 51 ST (5100 S) TO W 53 ST (5300 S),Pedestrian,24.37,29.86,31.33,9.84,4.6,51.85,81.58,1.84,2.78,hispanic
2023,10,$4880,Streets & Transportation,Street Speed Hump (2023),ON S AVENUE E FROM E 108TH ST (10800 S) TO E 110TH ST (11000 S),Pedestrian,34.32,25.26,27.32,9.13,3.97,66.54,59.49,25.22,0.23,white
2021,34,$44202.95,Streets & Transportation,Sidewalk (2021),9954 S PEORIA ST,Pedestrian,33.38,24,27.52,11.02,4.07,2.88,3.5,93.01,0.19,black
